4,Aiden Garcia,11,79,78,45,51,86,70,83,70.29,Pass
14,ruby robinson,11,94,53,78,61,71,74,81,73.14,Pass
20,Samuel Phillips,11,41,48,91,82,38,64,64,61.14,Pass
23,Olivia King,11,39,65,73,"81 ",44,88,73,66.14,Pass
29,Ryan Walker,11,67,66,61,57,64,73,64,67.57,Pass
30,Daniel Clark,11,48,75,53,64,71,49,71,61.57,Pass
33,Ella Taylor,11,67,64,55,50,97,74,62,67.0,Pass
35,David Anderson,11,67,75,57,52,52,60,81,63.43,Pass
37,Sofia Williams,11,54,63,73,97,86,81,65,76.39,Pass
57,Aiden Evans,11,61,73,44,33,61,60,73,57.86,Pass
68,Nathan Scott,11,68,69,65,78,63,72,28,63.29,Pass
69,Maya Roberts,11,62,39,58,45,72,66,41,52.96,Pass
70,Nicole Baker,11,73,63,63,95,54,61,98,72.43,Pass
74,Dylan Wright,11,46,62,51,75,72,51,64,62.39,Pass
78,Michael Scott,11,66,69,55,63,54,49,42,56.86,Pass
81,Ava Campbell,11,52,61,54,34,78,64,58,55.54,Pass
82,Samantha Clark,11,61,74,78,51,52,68,74,65.43,Pass
87,Benjamin Clark,11,23,63,36,47,71,81,68,57.82,Pass
97,Abigail Smith,11,44,99,68,66,72,73.0,44,66.57,Pass
100,Ryan Martinez,11,60,50,61,75,68,51,68,61.86,Pass
101,Mason Carter,11,92,72,81,39,46,84,74,71.96,Pass
109,Emily Young,11,59,57,85,68,74,82,64,69.86,Pass
110,Layla Nelson,11,80,58,71,88,66,41,38,63.14,Pass
113,Noah Jackson,11,49,46,87,63,68,65,69,66.11,Pass
116,Grace Miller,"11 ",55,69,68,64,38,62,60,59.43,Pass
120,Ella Roberts,11,51,60,65,68,39,78,74,62.14,Pass
138,David Jackson,11,92,92,68,59,80,82,63,78.82,Pass
141,Jayden Baker,11,70,92,78,77,60,70,67,73.43,Pass
144,Lily Green,11,59,37,88,71,32,83,55,60.71,Pass
147,Jack Robinson,11,70,66,86,73,94,54,61,72.0,Pass
158,Joseph Thompson,11,80,70,53,62,72,90,53,66.82,Pass
164,Emily Lewis,11,67,78,35,37,55,71,78,62.39,Pass
165,Alexander Allen,11,53,63,69,34,36,63,54,53.14,Pass
167,Alexander Brown,11,66,50,64,66,71,67,53,62.43,Pass
174,Nicole King,11,57,40,60,40,56,52,64,52.71,Pass
181,Lucas Williams,11,55,27,80,62,45%,68,40,53.86,Pass
182,James King,11,37,48,54,58,40,29,71,48.14,Fail
185,Ruby Evans,11,53,17,77,64,66,59,44,54.29,Pass
192,Alexander Thompson,11,68,61,69,72,56,51,75,64.57,Pass
193,Matthew Green,11,82,49,62,25,43,76,62,57.0,Pass
194,Ethan Young,11,50,63,72,50,71,53,64%,60.43,Pass
197,Henry Harris,11,55,53,83,46,78,58,68,61.25,Pass
20,Samuel Phillips,11,41,48,91,82,38,64,64,61.14,Pass
120,Ella Roberts,11,51,60,65,68,39,78,74,62.14,Pass
