3,Ethan Smith,10,64,59,85,71,86,87,61,73.29,Pass
5,Nadia Phillips,10,95,67,56,53,41,59,43,59.14,Pass
6,Nadia King,10,50,38,63,51,47,79,73,57.29,pass
7,Samuel Thomas,10,58,77,79,72,54,59,67,66.57,Pass
10,Emma Garcia,10,66,51,33,65,65,53,54,55.29,Pass
13,Abigail Anderson,10,54,45,74,47,66,51,54,55.86,Pass
24,Joseph Parker,10,73,78,70,55,59,42,70,63.86,Pass
27,Logan Anderson,10,85,44,70,92,36,72,83,68.86,Pass
32,Sarah Carter,10,55,69,71,100,49,75,63,68.86,Pass
39,David Wilson,10,73,67,33,74,62,61,74,63.43,Pass
43,Christopher Mitchell,10,98,46,52,60,75,76,76,69.00,Pass
44,Nathan Smith,10,67,64,65,61,78,70,76,68.71,Pass
47,Ruby White,10,68,72,64,59,87,86,45,68.71,Pass
48,Emily Moore,10,89,48,75,47,63,78,77,68.14,Pass
49,Zoe Robinson,10,55,69,71,69,84,79,78,72.14,Pass
64,Poppy Martinez,10,45,61,57,83,78,81,70,67.86,Pass
65,Ruby Anderson,10,72,62,68,57,56,44,73,61.71,Pass
75,Christopher Lee,10,58,75,66,68,55,73,77,67.43,Pass
77,Sophia Harris,10,66,81,67,77,67,56,53,66.71,Pass
79,Mason Evans,10,52,77,55,63,85,73,69,67.71,Pass
83,Jayden Jones,10,87,55,63,63,72,76,61,68.14,Pass
88,Mia Davies,10,95,50,49,41,65,78,59,62.43,Pass
93,William Garcia,10,59,62,87,66,54,76,58,66.00,Pass
99,Ryan Garcia,10,67,60,64,50,47,41,72,57.29,"Pass "
107,Dylan Campbell,10,69,77,81,56,66,54,56,65.57,Pass
118,Charlotte Garcia,10,71,97,47,78,76,55,88,73.14,Pass
125,Isabella Phillips,10,77,86,68,50,79,72,75,72.43,Pass
126,Grace Allen,10,54,55,86,32,58,56,50,55.86,Pass
129,Nathan Wright,10,92,80,81,48,76,56,42,67.86,Pass
140,Emma Harris,10,85,29,65,45,78,66,39,58.14,Pass
143,Lily Roberts,10,60,67,59,77,94,60,53,67.14,Pass
146,Emily Campbell,10,72,54,60,73,79,67,62,66.71,Pass
150,Olivia Lee,10,84,61,65,35,69,56,75,63.57,Pass
151,Nathan Roberts,10,90,38,84,71,52,51,75,65.86,Pass
155,Amelia Adams,10,78,82,62,69,73,39,56,65.57,Pass
163,Matthew Lewis,10,69,70,87,74,74,44,54,67.43,Pass
166,Matthew Wilson,10,59,61,74,74,69,48,59,63.43,Pass
172,Maya Martinez,10,83,57,75,57,57,87,75,70.14,Pass
180,David Mitchell,10,51,56,44,61,75,64,78,61.29,Pass
183,David Lee,10,62,54,53,63,60,75,66,61.86,Pass
186,Henry Mitchell,10,46,66,64,65,70,66,52,61.29,Pass
188,Tyler Harris,10,85,44,68,70,37,53,67,60.57,Pass
190,Jessica Martin,10,57,62,59,54,65,35,43,53.57,Pass
191,Jack Martin,10,79,73,75,72,81,55,71,72.29,Pass
196,Emma Miller,10,63,66,82,80,76,43,64,67.71,Pass
198,Poppy Brown,10,70,64,42,62,93,67,70,66.86,Pass
75,Christopher Lee,10,58,75,66,68,55,73,77,67.43,Pass
155,Amelia Adams,10,78,82,62,69,73,39,56,65.57,Pass
3,Ethan Smith,10,64,59,85,71,86,87,61,73.29,Pass
5,Nadia Phillips,10,95,67,56,53,41,59,43,59.14,Pass
6,Nadia King,10,50,38,63,51,47,79,73,57.29,pass
7,Samuel Thomas,10,58,77,79,72,54,59,67,66.57,Pass
10,Emma Garcia,10,66,51,33,65,65,53,54,55.29,Pass
13,Abigail Anderson,10,54,45,74,47,66,51,54,55.86,Pass
24,Joseph Parker,10,73,78,70,55,59,42,70,63.86,Pass
27,Logan Anderson,10,85,44,70,92,36,72,83,68.86,Pass
32,Sarah Carter,10,55,69,71,100,49,75,63,68.86,Pass
39,David Wilson,10,73,67,33,74,62,61,74,63.43,Pass
43,Christopher Mitchell,10,98,46,52,60,75,76,76,69.00,Pass
44,Nathan Smith,10,67,64,65,61,78,70,76,68.71,Pass
47,Ruby White,10,68,72,64,59,87,86,45,68.71,Pass
48,Emily Moore,10,89,48,75,47,63,78,77,68.14,Pass
49,Zoe Robinson,10,55,69,71,69,84,79,78,72.14,Pass
64,Poppy Martinez,10,45,61,57,83,78,81,70,67.86,Pass
65,Ruby Anderson,10,72,62,68,57,56,44,73,61.71,Pass
75,Christopher Lee,10,58,75,66,68,55,73,77,67.43,Pass
77,Sophia Harris,10,66,81,67,77,67,56,53,66.71,Pass
79,Mason Evans,10,52,77,55,63,85,73,69,67.71,Pass
83,Jayden Jones,10,87,55,63,63,72,76,61,68.14,Pass
88,Mia Davies,10,95,50,49,41,65,78,59,62.43,Pass
93,William Garcia,10,59,62,87,66,54,76,58,66.00,Pass
99,Ryan Garcia,10,67,60,64,50,47,41,72,57.29,"Pass "
107,Dylan Campbell,10,69,77,81,56,66,54,56,65.57,Pass
118,Charlotte Garcia,10,71,97,47,78,76,55,88,73.14,Pass
125,Isabella Phillips,10,77,86,68,50,79,72,75,72.43,Pass
126,Grace Allen,10,54,55,86,32,58,56,50,55.86,Pass
129,Nathan Wright,10,92,80,81,48,76,56,42,67.86,Pass
140,Emma Harris,10,85,29,65,45,78,66,39,58.14,Pass
143,Lily Roberts,10,60,67,59,77,94,60,53,67.14,Pass
146,Emily Campbell,10,72,54,60,73,79,67,62,66.71,Pass
150,Olivia Lee,10,84,61,65,35,69,56,75,63.57,Pass
151,Nathan Roberts,10,90,38,84,71,52,51,75,65.86,Pass
155,Amelia Adams,10,78,82,62,69,73,39,56,65.57,Pass
163,Matthew Lewis,10,69,70,87,74,74,44,54,67.43,Pass
166,Matthew Wilson,10,59,61,74,74,69,48,59,63.43,Pass
172,Maya Martinez,10,83,57,75,57,57,87,75,70.14,Pass
180,David Mitchell,10,51,56,44,61,75,64,78,61.29,Pass
183,David Lee,10,62,54,53,63,60,75,66,61.86,Pass
186,Henry Mitchell,10,46,66,64,65,70,66,52,61.29,Pass
188,Tyler Harris,10,85,44,68,70,37,53,67,60.57,Pass
190,Jessica Martin,10,57,62,59,54,65,35,43,53.57,Pass
191,Jack Martin,10,79,73,75,72,81,55,71,72.29,Pass
196,Emma Miller,10,63,66,82,80,76,43,64,67.71,Pass
198,Poppy Brown,10,70,64,42,62,93,67,70,66.86,Pass
75,Christopher Lee,10,58,75,66,68,55,73,77,67.43,Pass
155,Amelia Adams,10,78,82,62,69,73,39,56,65.57,Pass
